pos_date,pos_hour,date_hour,shop_nm,sales_amt,prom_yn
20170627,12,2017062712,A,1433.0,Y
20170628,15,2017062815,A,2757.0,Y
20170628,15,2017062815,B,2206.0,Y
20170629,18,2017062918,A,3529.0,Y
20170629,18,2017062918,B,3419.0,Y
20170630,14,2017063014,A,2426.0,Y
20170630,23,2017063023,A,772.0,Y
20170630,14,2017063014,B,2316.0,Y
20170605,10,2017060510,A,330.0,N
20170619,15,2017061915,B,1323.0,N
20170621,23,2017062123,B,220.0,N
20170623,10,2017062310,A,110.0,N
20170624,22,2017062422,B,772.0,N
20170625,16,2017062516,B,1764.0,Y
20170605,10,2017060510,B,441.0,N
20170606,22,2017060622,B,661.0,N
20170612,23,2017061223,B,330.0,N
20170623,10,2017062310,B,441.0,N
20170614,10,2017061410,A,220.0,N
20170612,23,2017061223,A,330.0,N
20170601,19,2017060119,B,2426.0,N
20170601,19,2017060119,A,1654.0,N
20170602,21,2017060221,B,2536.0,N
20170602,21,2017060221,A,2647.0,N
20170602,12,2017060212,B,1764.0,N
20170602,12,2017060212,A,2316.0,N
20170603,15,2017060315,A,2647.0,N
20170603,15,2017060315,B,2426.0,N
20170604,18,2017060418,A,3419.0,N
20170604,18,2017060418,B,1654.0,N
20170605,11,2017060511,B,661.0,N
20170605,20,2017060520,A,992.0,N
20170605,20,2017060520,B,2206.0,N
20170606,14,2017060614,A,2536.0,N
20170606,14,2017060614,B,1544.0,N
20170607,17,2017060717,A,2757.0,N
20170607,17,2017060717,B,1323.0,N
20170608,10,2017060810,A,330.0,N
20170609,22,2017060922,A,2757.0,N
20170609,22,2017060922,B,2757.0,N
20170609,13,2017060913,B,1654.0,N
20170609,13,2017060913,A,1213.0,N
20170610,19,2017061019,B,2426.0,N
20170610,19,2017061019,A,3750.0,N
20170611,21,2017061121,A,2316.0,N
20170611,12,2017061112,B,1213.0,N
20170611,21,2017061121,B,2095.0,N
20170612,15,2017061215,B,2426.0,N
20170613,18,2017061318,B,2978.0,N
20170613,18,2017061318,A,2647.0,N
20170614,20,2017061420,A,2206.0,N
20170614,20,2017061420,B,1544.0,N
20170615,14,2017061514,B,772.0,N
20170615,14,2017061514,A,661.0,N
20170616,17,2017061617,B,1767.0,N
20170616,17,2017061617,A,2337.0,N
20170617,10,2017061710,A,1764.0,N
20170617,10,2017061710,B,1323.0,N
20170618,22,2017061822,A,1103.0,N
20170618,13,2017061813,B,2426.0,N
20170618,22,2017061822,B,1544.0,N
20170618,13,2017061813,A,2426.0,N
20170619,16,2017061916,B,2536.0,N
20170619,16,2017061916,A,3088.0,N
20170620,21,2017062021,B,3198.0,N
20170620,21,2017062021,A,2095.0,N
20170620,12,2017062012,A,661.0,N
20170621,15,2017062115,B,2316.0,N
20170621,15,2017062115,A,2647.0,N
20170622,18,2017062218,B,3419.0,N
20170622,18,2017062218,A,4963.0,N
20170623,20,2017062320,B,2536.0,N
20170623,20,2017062320,A,1654.0,N
20170623,11,2017062311,B,661.0,N
20170623,11,2017062311,A,772.0,N
20170624,14,2017062414,A,1433.0,N
20170624,14,2017062414,B,1764.0,N
20170625,17,2017062517,B,1875.0,Y
20170625,17,2017062517,A,3198.0,Y
20170626,10,2017062610,B,551.0,Y
20170627,22,2017062722,A,2206.0,Y
20170627,22,2017062722,B,1875.0,Y
20170627,13,2017062713,A,2757.0,Y
20170627,13,2017062713,B,1985.0,Y
20170628,16,2017062816,A,3639.0,Y
20170628,16,2017062816,B,2647.0,Y
20170629,19,2017062919,A,4191.0,Y
20170629,19,2017062919,B,2095.0,Y
20170630,15,2017063015,B,2426.0,Y
20170630,15,2017063015,A,2867.0,Y
20170605,11,2017060511,A,110.0,N
20170611,12,2017061112,A,1323.0,N
20170612,15,2017061215,A,1103.0,N
20170614,11,2017061411,B,330.0,N
20170614,11,2017061411,A,110.0,N
20170620,12,2017062012,B,661.0,N
20170608,10,2017060810,B,551.0,N
